w,Q,r_ph,Omega,lambda,deltaOmega,deltaLambda,omega_re,omega_im,delta_omega_re,delta_omega_im
0.4782608695652174,0.06521739130434782,2.7540987246990882,0.20761519836544629,0.2052859921687442,0.015165108635571023,0.012835849148736866,0.41523039673089257,-0.1026429960843721,0.030330217271142046,-0.006417924574368433
0.4782608695652174,0.06956521739130435,2.73730540625713,0.20874848478266037,0.20624673195003507,0.016298395052785103,0.01379658893002772,0.41749696956532073,-0.10312336597501753,0.032596790105570206,-0.00689829446501386
0.4782608695652174,0.07391304347826087,2.720460323046108,0.20989908840768082,0.20722235195515962,0.017448998677805555,0.01477220893515227,0.41979817681536163,-0.10361117597757981,0.03489799735561111,-0.007386104467576135
0.4782608695652174,0.0782608695652174,2.703563147989155,0.21106741906969434,0.20821320566091073,0.018617329339819078,0.01576306264090338,0.4221348381393887,-0.10410660283045536,0.037234658679638155,-0.00788153132045169
0.4782608695652174,0.08260869565217391,2.6866135508731968,0.21225389970271435,0.2092196580693519,0.019803809972839093,0.01676951504934454,0.4245077994054287,-0.10460982903467594,0.039607619945678185,-0.00838475752467227
0.4782608695652174,0.08695652173913043,2.669611198320281,0.2134589668744066,0.21024208586191717,0.02100887714453134,0.017791942841909825,0.4269179337488132,-0.10512104293095859,0.04201775428906268,-0.008895971420954912
0.4782608695652174,0.09130434782608696,2.6525557537340294,0.21468307134074416,0.21128087801827158,0.022232981610868896,0.018830734998264237,0.4293661426814883,-0.10564043900913579,0.04446596322173779,-0.009415367499132118
0.4782608695652174,0.09565217391304348,2.6354468772633672,0.21592667862797513,0.21233643627817791,0.023476588898099865,0.019886293258170568,0.43185335725595025,-0.10616821813908896,0.04695317779619973,-0.009943146629085284
0.4782608695652174,0.1,2.618284225762023,0.2171902696434858,0.2134091755677211,0.02474017991361055,0.020959032547713752,0.4343805392869716,-0.10670458778386055,0.0494803598272211,-0.010479516273856876
0.5217391304347826,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.5217391304347826,0.004347826086956522,2.983800074769766,0.19337979343807493,0.193245917016647,0.0009297037081996695,0.0007957739966396593,0.38675958687614986,-0.0966229585083235,0.001859407416399339,-0.00039788699831982965
0.5217391304347826,0.008695652173913044,2.9675551390984714,0.19432211263283306,0.1940526516927522,0.0018720229029577928,0.0016025086727448623,0.3886442252656661,-0.0970263258463761,0.0037440458059155857,-0.0008012543363724312
0.5217391304347826,0.013043478260869566,2.951264941557068,0.1952773120261704,0.19487057809098718,0.0028272222962951454,0.0024204350709798317,0.3905546240523408,-0.09743528904549359,0.005654444592590291,-0.0012102175354899158
0.5217391304347826,0.017391304347826087,2.93492922747886,0.19624566382560324,0.1956999336566337,0.003795574095727977,0.003249790636626365,0.3924913276512065,-0.09784996682831686,0.007591148191455954,-0.0016248953183131826
0.5217391304347826,0.021739130434782608,2.9185477400372624,0.19722744800169492,0.1965409629029766,0.0047773582718196594,0.004090819882969249,0.39445489600338984,-0.0982704814514883,0.009554716543639319,-0.0020454099414846244
0.5217391304347826,0.026086956521739132,2.9021202202311467,0.19822295256715464,0.19739391700837466,0.0057728628372793744,0.004943773988367317,0.3964459051343093,-0.09869695850418733,0.011545725674558749,-0.0024718869941836585
0.5217391304347826,0.030434782608695653,2.8856464068575316,0.1992324738680695,0.19825905477686057,0.006782384138194236,0.005808911756853219,0.398464947736139,-0.09912952738843028,0.013564768276388472,-0.0029044558784266095
0.5217391304347826,0.034782608695652174,2.869126036480316,0.2002563168878895,0.19913664220021018,0.0078062271580142395,0.006686499180202837,0.400512633775779,-0.09956832110010509,0.015612454316028479,-0.0033432495901014186
0.5217391304347826,0.0391304347826087,2.85255884341898,0.20129479556482224,0.20002695353113012,0.008844705834946981,0.007576810511122772,0.4025895911296445,-0.10001347676556506,0.017689411669893962,-0.003788405255561386
0.5217391304347826,0.043478260869565216,2.8359445597033064,0.20234823312333197,0.20093027044698164,0.00989814339345671,0.008480127426974293,0.40469646624666394,-0.10046513522349082,0.01979628678691342,-0.004240063713487147
0.5217391304347826,0.04782608695652174,2.8192829150661227,0.2034169624204809,0.20184688403386633,0.010966872690605645,0.009396741013858984,0.4068339248409618,-0.10092344201693317,0.02193374538121129,-0.004698370506929492
0.5217391304347826,0.052173913043478265,2.802573636904459,0.2045013263078927,0.20277709323342122,0.012051236578017432,0.010326950213413871,0.4090026526157854,-0.10138854661671061,0.024102473156034865,-0.005163475106706936
0.5217391304347826,0.05652173913043478,2.785816450255647,0.20560167801016732,0.2037212065874196,0.01315158828029206,0.011271063567412254,0.41120335602033464,-0.1018606032937098,0.02630317656058412,-0.005635531783706127
0.5217391304347826,0.06086956521739131,2.7690110777768835,0.2067183815206265,0.20467954162836532,0.01426829179075123,0.012229398608357978,0.413436763041253,-0.10233977081418266,0.02853658358150246,-0.006114699304178989
0.5217391304347826,0.06521739130434782,2.75215723970225,0.2078518120153224,0.20565242603151718,0.015401722285447145,0.01320228301150983,0.4157036240306448,-0.10282621301575859,0.03080344457089429,-0.006601141505754915
0.5217391304347826,0.06956521739130435,2.7352546538315368,0.20900235628630093,0.2066401975168162,0.016552266556425665,0.014190054496808852,0.41800471257260186,-0.1033200987584081,0.03310453311285133,-0.007095027248404426
0.5217391304347826,0.07391304347826087,2.7183030354953006,0.21017041319517266,0.207643204093998,0.017720323465297394,0.015193061073990655,0.4203408263903453,-0.103821602046999,0.03544064693059479,-0.007596530536995327
0.5217391304347826,0.0782608695652174,2.7013020975139823,0.21135639414811053,0.20866180515118948,0.018906304418235265,0.016211662131182136,0.42271278829622105,-0.10433090257559474,0.03781260883647053,-0.008105831065591068
0.5217391304347826,0.08260869565217391,2.6842515501897086,0.21256072359346503,0.20969637115450065,0.020110633863589772,0.017246228134493308,0.42512144718693007,-0.10484818557725033,0.040221267727179544,-0.008623114067246654
0.5217391304347826,0.08695652173913043,2.667151101264307,0.2137838395432632,0.210747284657979,0.021333749813387926,0.018297141637971664,0.4275676790865264,-0.1053736423289895,0.04266749962677585,-0.009148570818985832
0.5217391304347826,0.09130434782608696,2.6500004558859245,0.21502619411993973,0.21181494036782347,0.022576104390064466,0.019364797347816126,0.43005238823987946,-0.10590747018391174,0.04515220878012893,-0.009682398673908063
0.5217391304347826,0.09565217391304348,2.632799316587144,0.2162882541297365,0.21289974593368055,0.02383816439986125,0.020449602913673204,0.432576508259473,-0.10644987296684028,0.0476763287997225,-0.010224801456836602
0.5217391304347826,0.1,2.615547383248897,0.2175705016643006,0.21400212214032405,0.025120411934425324,0.0215519791203167,0.4351410033286012,-0.10700106107016202,0.05024082386885065,-0.01077598956015835
0.5652173913043478,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.5652173913043478,0.004347826086956522,2.983683878791166,0.19339265110622084,0.19326673328309005,0.0009425613763455742,0.0008165902630827004,0.3867853022124417,-0.09663336664154502,0.0018851227526911485,-0.0004082951315413502
0.5652173913043478,0.008695652173913044,2.967325129692401,0.19434794931174082,0.19409452320479234,0.0018978595818655575,0.0016443801847849937,0.38869589862348164,-0.09704726160239617,0.003795719163731115,-0.0008221900923924969
0.5652173913043478,0.013043478260869566,2.950923533206413,0.19531624951209636,0.19493374725477203,0.0028661597822211005,0.0024836042347646803,0.3906324990241927,-0.09746687362738601,0.005732319564442201,-0.0012418021173823401
0.5652173913043478,0.017391304347826087,2.934478867033544,0.19629782431246415,0.19578464580972543,0.0038477345825888853,0.0033345027897180857,0.3925956486249283,-0.09789232290486272,0.007695469165177771,-0.0016672513948590428
0.5652173913043478,0.021739130434782608,2.9179909071513217,0.19729295402050745,0.19664746633470748,0.004842864290632187,0.00419732331470013,0.3945859080410149,-0.09832373316735374,0.009685728581264375,-0.002098661657350065
0.5652173913043478,0.026086956521739132,2.9014594278168224,0.19830192692058246,0.19752246358013603,0.005851837190707199,0.005072320560128685,0.3966038538411649,-0.09876123179006802,0.011703674381414397,-0.0025361602800643424
0.5652173913043478,0.030434782608695653,2.8848842015292817,0.19932503955974562,0.19840989900366843,0.006874949829870358,0.00595975598366108,0.39865007911949124,-0.09920494950183421,0.013749899659740716,-0.00297987799183054
0.5652173913043478,0.034782608695652174,2.868264999029505,0.200362597046158,0.19931004223156654,0.007912507316282735,0.0068598992115591895,0.400725194092316,-0.09965502111578327,0.01582501463256547,-0.0034299496057795947
0.5652173913043478,0.0391304347826087,2.851601589269074,0.20141491336051853,0.2002231703439751,0.00896482363064327,0.007773027323967757,0.40282982672103707,-0.10011158517198755,0.01792964726128654,-0.0038865136619838786
0.5652173913043478,0.043478260869565216,2.834893739397887,0.20248231168119452,0.20114956871131376,0.010032221951319253,0.008699425691306412,0.40496462336238903,-0.10057478435565688,0.020064443902638507,-0.004349712845653206
0.5652173913043478,0.04782608695652174,2.8181412147413893,0.2035651247237572,0.20208953109118277,0.011115034993881945,0.009639388071175425,0.4071302494475144,-0.10104476554559139,0.02223006998776389,-0.004819694035587713
0.5652173913043478,0.052173913043478265,2.8013437787877495,0.2046636950956736,0.2030433601003623,0.012213605365798325,0.01059321708035496,0.4093273901913472,-0.10152168005018115,0.02442721073159665,-0.00529660854017748
0.5652173913043478,0.05652173913043478,2.7845011931613945,0.20577837566694826,0.20401136727883964,0.013328285937072998,0.011561224258832298,0.4115567513338965,-0.10200568363941982,0.026656571874145996,-0.005780612129416149
0.5652173913043478,0.06086956521739131,2.7676132176141057,0.2069095299575596,0.20499387344703596,0.014459440227684334,0.01254373042702861,0.4138190599151192,-0.10249693672351798,0.028918880455368667,-0.006271865213514305
0.5652173913043478,0.06521739130434782,2.750679609987877,0.2080575325425846,0.20599120947220795,0.015607442812709343,0.0135410664522006,0.4161150650851692,-0.10299560473610397,0.031214885625418687,-0.0067705332261003
0.5652173913043478,0.06956521739130435,2.7337001262133827,0.20922276947596127,0.20700371631337125,0.01677267974608601,0.014553573293363903,0.41844553895192255,-0.10350185815668562,0.03354535949217202,-0.007276786646681951
0.5652173913043478,0.07391304347826087,2.7166745202799403,0.21040563873389753,0.20803174538550973,0.01795554900402227,0.015581602365502378,0.42081127746779506,-0.10401587269275486,0.03591109800804454,-0.007790801182751189
0.5652173913043478,0.0782608695652174,2.6996025442136915,0.21160655067899675,0.20907565886590534,0.01915646094912149,0.016625515845897998,0.4232131013579935,-0.10453782943295267,0.03831292189824298,-0.008312757922948999
0.5652173913043478,0.08260869565217391,2.6824839480661464,0.21282592854623902,0.2101358309131822,0.02037583881636376,0.017685687893174845,0.42565185709247805,-0.1050679154565911,0.04075167763272752,-0.008842843946587423
0.5652173913043478,0.08695652173913043,2.6653184798798186,0.21406420895202705,0.2112126468097182,0.021614119222151784,0.018762503789710866,0.4281284179040541,-0.1056063234048591,0.04322823844430357,-0.009381251894855433
0.5652173913043478,0.09130434782608696,2.648105885677698,0.2153218424275857,0.21230650456950706,0.02287175269771044,0.019856361549499713,0.4306436848551714,-0.10615325228475353,0.04574350539542088,-0.009928180774749856
0.5652173913043478,0.09565217391304348,2.6308459094377814,0.21659929397808383,0.21341781473024451,0.024149204248208572,0.020967671710237168,0.43319858795616767,-0.10670890736512226,0.048298408496417145,-0.010483835855118584
0.5652173913043478,0.1,2.6135382930697855,0.21789704366893853,0.21454700151364986,0.025446953939063266,0.022096858493642513,0.43579408733787706,-0.10727350075682493,0.05089390787812653,-0.011048429246821256
0.6086956521739131,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.6086956521739131,0.004347826086956522,2.9835965337938455,0.19340384233871816,0.19328601724222844,0.0009537526088428949,0.0008358742222210891,0.3868076846774363,-0.09664300862111422,0.0019075052176857898,-0.00041793711111054455
0.6086956521739131,0.008695652173913044,2.967152975512502,0.1943704074739101,0.1941332885995589,0.0019203177440348385,0.0016831455795515426,0.3887408149478202,-0.09706664429977944,0.003840635488069677,-0.0008415727897757713
0.6086956521739131,0.013043478260869566,2.9506691370550233,0.19535004933294717,0.19499219317938563,0.0028999596030719055,0.0025420501593782785,0.39070009866589434,-0.09749609658969281,0.005799919206143811,-0.0012710250796891392
0.6086956521739131,0.017391304347826087,2.934144827886787,0.19634303944530526,0.1958629730136292,0.0038929497154299997,0.0034128299936218576,0.3926860788906105,-0.0979314865068146,0.007785899430859999,-0.0017064149968109288
0.6086956521739131,0.021739130434782608,2.917579856171215,0.19734965692866258,0.1967458775696415,0.0048995671987873135,0.004295734549634139,0.39469931385732515,-0.09837293878482074,0.009799134397574627,-0.0021478672748170696
0.6086956521739131,0.026086956521739132,2.9009740287411936,0.19837018875594242,0.19764116278895447,0.00592009902606716,0.005191019768947119,0.39674037751188485,-0.09882058139447723,0.01184019805213432,-0.0025955098844735597
0.6086956521739131,0.030434782608695653,2.8843271510921884,0.1994049300337139,0.1985490920366437,0.006954840303838639,0.006098949016636351,0.3988098600674278,-0.09927454601832185,0.013909680607677277,-0.0030494745083181757
0.6086956521739131,0.034782608695652174,2.8676390273693504,0.20045418429251805,0.19946993657902223,0.008004094562642783,0.007019793559014886,0.4009083685850361,-0.09973496828951112,0.016008189125285566,-0.003509896779507443
0.6086956521739131,0.0391304347826087,2.850909460355941,0.20151826378971868,0.20040397503698937,0.00906817405984342,0.007953832016982021,0.40303652757943736,-0.10020198751849468,0.01813634811968684,-0.0039769160084910105
0.6086956521739131,0.043478260869565216,2.8341382514602396,0.2025974898255148,0.20135149426087967,0.010147400095639525,0.008901351240872324,0.4051949796510296,-0.10067574713043984,0.02029480019127905,-0.004450675620436162
0.6086956521739131,0.04782608695652174,2.8173252007014242,0.2036921930727846,0.20231278941056305,0.011242103342909343,0.009862646390555702,0.4073843861455692,-0.10115639470528152,0.022484206685818686,-0.004931323195277851
0.6086956521739131,0.052173913043478265,2.800470106699937,0.20480271392147428,0.20328816437245284,0.012352624191599021,0.010838021352445493,0.40960542784294857,-0.10164408218622642,0.024705248383198042,-0.005419010676222746
0.6086956521739131,0.05652173913043478,2.783572766658684,0.20592940283828415,0.20427793204605482,0.013479313108408886,0.011827789026047475,0.4118588056765683,-0.10213896602302741,0.02695862621681777,-0.0059138945130237375
0.6086956521739131,0.06086956521739131,2.7666329763603703,0.20707262074245184,0.20528241458889282,0.014622531012576573,0.012832271568885473,0.41414524148490367,-0.10264120729444641,0.029245062025153146,-0.006416135784442736
0.6086956521739131,0.06521739130434782,2.749650530142706,0.20823273939847836,0.2063019441012568,0.0157826496686031,0.013851801081249449,0.4164654787969567,-0.1031509720506284,0.0315652993372062,-0.006925900540624724
0.6086956521739131,0.06956521739130435,2.7326252208932424,0.2094101418266956,0.20733686251473527,0.016960052096820333,0.014886719494727918,0.4188202836533912,-0.10366843125736763,0.033920104193640666,-0.007443359747363959
0.6086956521739131,0.07391304347826087,2.715556840031109,0.21060522273262772,0.20838752202156982,0.018155133002752455,0.015937379001562474,0.42121044546525543,-0.10419376101078491,0.03631026600550491,-0.007968689500781237
0.6086956521739131,0.0782608695652174,2.698445177496338,0.2118183889561584,0.20945428609352024,0.019368299226283137,0.01700414307351289,0.4236367779123168,-0.10472714304676012,0.03873659845256627,-0.008502071536756445
0.6086956521739131,0.08260869565217391,2.681290021731981,0.21305005994157722,0.21053752917659918,0.020599970211701957,0.018087386156591834,0.42610011988315444,-0.10526876458829959,0.041199940423403913,-0.009043693078295917
0.6086956521739131,0.08695652173913043,2.664091159674679,0.21430066822964702,0.21163763750528727,0.02185057849977176,0.019187494485279927,0.42860133645929405,-0.10581881875264364,0.04370115699954352,-0.009593747242639963
0.6086956521739131,0.09130434782608696,2.646848376737844,0.2155706599729049,0.21275500935812156,0.02312057024302963,0.020304866338114208,0.4311413199458098,-0.10637750467906078,0.04624114048605926,-0.010152433169057104
0.6086956521739131,0.09565217391304348,2.6295614568005155,0.21686049547548705,0.21389005573572234,0.02441040574561179,0.021439912715714993,0.4337209909509741,-0.10694502786786117,0.04882081149122358,-0.010719956357857496
0.6086956521739131,0.1,2.612230182187739,0.21817064975885014,0.21504320091363752,0.02572056002897488,0.02259305789363017,0.4363412995177003,-0.10752160045681876,0.05144112005794976,-0.011296528946815085
0.6521739130434783,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.6521739130434783,0.004347826086956522,2.9835367412995053,0.19341341552950372,0.19330377510648422,0.0009633257996284617,0.0008536320864768743,0.38682683105900745,-0.09665188755324211,0.0019266515992569233,-0.00042681604323843714
0.6521739130434783,0.008695652173913044,2.967036048324024,0.19438958582304555,0.1941689607166965,0.0019394960931702898,0.0017188176966891622,0.3887791716460911,-0.09708448035834825,0.0038789921863405796,-0.0008594088483445811
0.6521739130434783,0.013043478260869566,2.9504977633558216,0.19537886251315792,0.19504593605943818,0.002928772783282657,0.0025957930394308326,0.39075772502631584,-0.09752296802971909,0.005857545566565314,-0.0012978965197154163
0.6521739130434783,0.017391304347826087,2.9339217265933155,0.1963815146804534,0.1959349438934254,0.003931424950578133,0.0034848008734180425,0.3927630293609068,-0.0979674719467127,0.007862849901156266,-0.0017424004367090212
0.6521739130434783,0.021739130434782608,2.9173077772871845,0.19739781883109733,0.1968362337304177,0.00494772910122207,0.004386090710410351,0.39479563766219467,-0.09841811686520885,0.00989545820244414,-0.0021930453552051754
0.6521739130434783,0.026086956521739132,2.900655753717653,0.19842805915472445,0.1977500619319997,0.005977969424849183,0.005299918911992357,0.3968561183094489,-0.09887503096599985,0.011955938849698367,-0.0026499594559961787
0.6521739130434783,0.030434782608695653,2.883965493187194,0.19947252779317906,0.1986766921906886,0.007022438063303799,0.006226549170681245,0.3989450555863581,-0.0993383460953443,0.014044876126607597,-0.0031132745853406224
0.6521739130434783,0.034782608695652174,2.8672368320161956,0.20053152512061362,0.199616395525485,0.008081435390738356,0.007166252505477644,0.40106305024122724,-0.0998081977627425,0.016162870781476713,-0.003583126252738822
0.6521739130434783,0.0391304347826087,2.8504696055299314,0.20160536003550883,0.20056945068921178,0.009155270305633567,0.008119307669204434,0.40321072007101766,-0.10028472534460589,0.018310540611267134,-0.004059653834602217
0.6521739130434783,0.043478260869565216,2.833663648062581,0.2026943502652119,0.20153614434044093,0.010244260535336641,0.009086001320433579,0.4053887005304238,-0.10076807217022046,0.020488521070673282,-0.004543000660216789
0.6521739130434783,0.04782608695652174,2.8168187929361888,0.20379882268362343,0.20251677144779998,0.011348732953748164,0.010066628427792629,0.40759764536724685,-0.10125838572389999,0.022697465907496328,-0.005033314213896314
0.6521739130434783,0.052173913043478265,2.799934872460636,0.20491911364269946,0.20351163534360756,0.0124690239128242,0.011061492323600208,0.4098382272853989,-0.10175581767180378,0.0249380478256484,-0.005530746161800104
0.6521739130434783,0.05652173913043478,2.7830117179204024,0.2060555693184759,0.2045210486491996,0.013605479588600644,0.012070905629192247,0.4121111386369518,-0.1022605243245998,0.027210959177201288,-0.006035452814596123
0.6521739130434783,0.06086956521739131,2.766049159573414,0.20720854607236142,0.20554533290500362,0.014758456342486154,0.013095189884996278,0.41441709214472283,-0.10277266645250181,0.029516912684972307,-0.006547594942498139
0.6521739130434783,0.06521739130434782,2.749047026635538,0.20837841082849193,0.20658481909316803,0.015928321098616666,0.014134676073160685,0.41675682165698386,-0.10329240954658402,0.03185664219723333,-0.007067338036580342
0.6521739130434783,0.06956521739130435,2.7320051472816402,0.20956554146798526,0.20763984823985848,0.017115451738109994,0.015189705219851135,0.4191310829359705,-0.10381992411992924,0.03423090347621999,-0.0075948526099255675
0.6521739130434783,0.07391304347826087,2.7149233486229596,0.2107703272409855,0.20871077166505214,0.018320237511110227,0.016260628645044795,0.421540654481971,-0.10435538583252607,0.03664047502222045,-0.008130314322522397
0.6521739130434783,0.0782608695652174,2.697801456711138,0.2119931691974412,0.20979795134078594,0.01954307946756595,0.01734780832077859,0.4239863383948824,-0.10489897567039297,0.0390861589351319,-0.008673904160389295
0.6521739130434783,0.08260869565217391,2.6806392965290833,0.21323448063761788,0.21090176006073358,0.020784390907742617,0.01845161704072623,0.42646896127523576,-0.10545088003036679,0.041568781815485234,-0.009225808520363116
0.6521739130434783,0.08695652173913043,2.6634366919752175,0.21449468758340845,0.21202258234122387,0.022044597853533188,0.019572439321216523,0.4289893751668169,-0.10601129117061193,0.044089195707066375,-0.009786219660608261
0.6521739130434783,0.09130434782608696,2.6461934658570443,0.2157742292715697,0.21316081471450232,0.023324139541694433,0.020710671694494975,0.4315484585431394,-0.10658040735725116,0.046648279083388866,-0.010355335847247488
0.6521739130434783,0.09565217391304348,2.6289094398883197,0.21707355867008427,0.21431686578529996,0.024623468940209003,0.021866722765292612,0.43414711734016853,-0.10715843289264998,0.04924693788041801,-0.010933361382646306
0.6521739130434783,0.1,2.611584434677593,0.21839314301892346,0.21549115726311216,0.025943053289048196,0.023041014243104813,0.4367862860378469,-0.10774557863155608,0.05188610657809639,-0.011520507121552406
0.6956521739130435,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.6956521739130435,0.004347826086956522,2.9835027287421454,0.1934214494949239,0.1933200441127032,0.0009713597650486405,0.0008699010926958572,0.3868428989898478,-0.0966600220563516,0.001942719530097281,-0.0004349505463479286
0.6956521739130435,0.008695652173913044,2.966970771256344,0.19440564488140524,0.19420161516650833,0.0019555551515299807,0.001751472146500982,0.3888112897628105,-0.09710080758325416,0.0039111103030599614,-0.000875736073250491
0.6956521739130435,0.013043478260869566,2.9504039988071913,0.1954029342983935,0.19509509223458013,0.0029528445685182425,0.0026449492145727838,0.390805868596787,-0.09754754611729007,0.005905689137036485,-0.0013224746072863919
0.6956521739130435,0.017391304347826087,2.9338022809011624,0.19641358313869203,0.19600071690640075,0.003963493408816771,0.0035505738863934044,0.39282716627738407,-0.09800035845320038,0.007926986817633541,-0.0017752869431967022
0.6956521739130435,0.021739130434782608,2.917165486385564,0.1974378640162694,0.1969187376989544,0.004987774286394131,0.004468594678947058,0.3948757280325388,-0.0984593688494772,0.009975548572788262,-0.002234297339473529
0.6956521739130435,0.026086956521739132,2.9004934834562923,0.1984760570134464,0.1978494103324889,0.006025967283571132,0.005399267312481554,0.3969521140268928,-0.09892470516624445,0.012051934567142264,-0.002699633656240777
0.6956521739130435,0.030434782608695653,2.8837861396389033,0.19952844993830465,0.1987929968905734,0.007078360208429391,0.006342853870566045,0.3990568998766093,-0.0993964984452867,0.014156720416858781,-0.0031714269352830227
0.6956521739130435,0.034782608695652174,2.867043321789806,0.20059533859281353,0.19974976715603518,0.00814524886293827,0.0072996241360278324,0.40119067718562706,-0.09987488357801759,0.01629049772587654,-0.0036498120680139162
0.6956521739130435,0.0391304347826087,2.8502648961041843,0.2016770270521992,0.2007199984308184,0.009226937322323936,0.008269855410811044,0.4033540541043984,-0.1003599992154092,0.018453874644647872,-0.004134927705405522
0.6956521739130435,0.043478260869565216,2.8334507280910364,0.20277382795611,0.2017039756065448,0.010323738226234724,0.009253832586537447,0.40554765591222,-0.1008519878032724,0.02064747645246945,-0.0046269162932687236
0.6956521739130435,0.04782608695652174,2.8166006825820835,0.2038860628121627,0.2027019919079286,0.011435973082287443,0.010251848887921244,0.4077721256243254,-0.1013509959539643,0.022871946164574886,-0.005125924443960622
0.6956521739130435,0.052173913043478265,2.7997146237282005,0.20501406231248953,0.2037143488509229,0.012563972582614269,0.011264205830915558,0.41002812462497906,-0.10185717442546145,0.025127945165228538,-0.005632102915457779
0.6956521739130435,0.05652173913043478,2.7827924149904737,0.20615816666393802,0.20474135667812032,0.013708076934062757,0.012291213658112976,0.41231633332787604,-0.10237067833906016,0.027416153868125515,-0.006145606829056488
0.6956521739130435,0.06086956521739131,2.7658339191380414,0.2073187259326179,0.2057833345562125,0.014868636202742647,0.013333191536205158,0.4146374518652358,-0.10289166727810625,0.029737272405485293,-0.006666595768102579
0.6956521739130435,0.06521739130434782,2.7488389982397887,0.20849610040352617,0.2068406108290672,0.016046010673650912,0.014390467809059865,0.41699220080705235,-0.1034203054145336,0.032092021347301825,-0.007195233904529932
0.6956521739130435,0.06956521739130435,2.731807513671095,0.2096906609560259,0.20791352381884629,0.017240571226150636,0.015463380798838938,0.4193813219120518,-0.10395676190942314,0.03448114245230127,-0.007731690399419469
0.6956521739130435,0.07391304347826087,2.714739326091647,0.21090278945600088,0.20900242164826602,0.01845269972612562,0.01655227862825867,0.42180557891200177,-0.10450121082413301,0.03690539945225124,-0.008276139314129335
0.6956521739130435,0.0782608695652174,2.6976342954576538,0.21213287916555543,0.21010766292295913,0.019682789435680165,0.01765751990295178,0.42426575833111085,-0.10505383146147956,0.03936557887136033,-0.00882875995147589
0.6956521739130435,0.08260869565217391,2.6804922810114116,0.21338133517118302,0.21122961691455833,0.020931245441307755,0.01877947389455098,0.42676267034236604,-0.10561480845727916,0.04186249088261551,-0.00938973694727549
0.6956521739130435,0.08695652173913043,2.663313141271472,0.2146485748313818,0.21236866422776368,0.022198485101506543,0.019918521207756335,0.4292971496627636,-0.10618433211388184,0.044396970203013086,-0.009959260603878167
0.6956521739130435,0.09130434782608696,2.646096734035443,0.21593502824475538,0.21352519707448783,0.02348493851488012,0.021075054054480485,0.43187005648951077,-0.10676259853724392,0.04696987702976024,-0.010537527027240243
0.6956521739130435,0.09565217391304348,2.6288429163726805,0.2172411387397007,0.21469961947277563,0.024791049009825428,0.022249476452768285,0.4344822774794014,-0.10734980973638782,0.049582098019650855,-0.011124738226384143
0.6956521739130435,0.1,2.611551544624177,0.218567363386854,0.21589234839223956,0.026117273656978746,0.02344220537223221,0.437134726773708,-0.10794617419611978,0.05223454731395749,-0.011721102686116106
0.7391304347826086,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.3849001794597505,-0.09622507151000367,0.0,0.0
0.7391304347826086,0.004347826086956522,2.9834922856518786,0.19342805207045638,0.19333489190616399,0.0009779623405811178,0.0008847488861566388,0.38685610414091276,-0.09666744595308199,0.0019559246811622355,-0.0004423744430783194
0.7391304347826086,0.008695652173913044,2.966952692293364,0.19441880407196763,0.19423139057024408,0.0019687143420923647,0.0017812475502367309,0.38883760814393525,-0.09711569528512204,0.0039374286841847295,-0.0008906237751183654
0.7391304347826086,0.013043478260869566,2.9503811184806628,0.19542259960536545,0.19513987308000072,0.0029725098754901924,0.0026897300599933727,0.3908451992107309,-0.09756993654000036,0.005945019750980385,-0.0013448650299966863
0.7391304347826086,0.017391304347826087,2.933777461262296,0.19643969929804259,0.19606057934642596,0.003989609568167324,0.003610436326418609,0.39287939859608517,-0.09803028967321298,0.007979219136334648,-0.0018052181632093045
0.7391304347826086,0.021739130434782608,2.917141617285676,0.19747037075993337,0.19699375610505865,0.00502028103005811,0.004543613085051301,0.39494074151986674,-0.09849687805252932,0.01004056206011622,-0.0022718065425256506
0.7391304347826086,0.026086956521739132,2.900473482801636,0.19851488881875726,0.19793965612373896,0.006064799088881995,0.005489513103731608,0.3970297776375145,-0.09896982806186948,0.01212959817776399,-0.002744756551865804
0.7391304347826086,0.030434782608695653,2.883772953660319,0.19957353576483453,0.1988985395141502,0.007123446034959263,0.006448396494142861,0.39914707152966905,-0.0994492697570751,0.014246892069918526,-0.0032241982470714303
0.7391304347826086,0.034782608695652174,2.8670399253132497,0.2006466016059317,0.19987067343821946,0.00819651187605644,0.007420530418212112,0.4012932032118634,-0.09993533671910973,0.01639302375211288,-0.003710265209106056
0.7391304347826086,0.0391304347826087,2.8502742928009903,0.20173438433261925,0.20085633224276972,0.009284294602743992,0.008406189222762372,0.4034687686652385,-0.10042816612138486,0.018568589205487984,-0.004203094611381186
